Unnamed: 0,building_id,meter,timestamp,meter_reading,site_id,primary_use,square_feet,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,wind_speed,day,month,hour
1215468,122,0,2016-04-02 11:00:00,245.5,1,0,83043,13.9,0.0,2.2,,1013.5,190.0,5.7,2,4,11
1215531,122,0,2016-04-02 12:00:00,242.2,1,0,83043,14.4,,2.6,,1012.8,190.0,4.6,2,4,12
1215594,122,0,2016-04-02 13:00:00,242.0,1,0,83043,14.0,,0.8,,1012.3,160.0,5.7,2,4,13
1215657,122,0,2016-04-02 14:00:00,245.3,1,0,83043,13.8,,-0.2,,1011.1,150.0,5.1,2,4,14
1215720,122,0,2016-04-02 15:00:00,243.9,1,0,83043,13.7,,0.1,,1010.2,170.0,3.6,2,4,15
1215783,122,0,2016-04-02 16:00:00,237.4,1,0,83043,12.9,,0.1,,1009.2,150.0,3.1,2,4,16
1215846,122,0,2016-04-02 17:00:00,232.2,1,0,83043,11.1,,3.4,,1009.5,150.0,4.6,2,4,17
1215909,122,0,2016-04-02 18:00:00,232.9,1,0,83043,9.4,,4.6,,1009.6,150.0,5.1,2,4,18
1215972,122,0,2016-04-02 19:00:00,225.5,1,0,83043,8.1,,6.4,,1009.7,140.0,3.6,2,4,19
1216035,122,0,2016-04-02 20:00:00,224.6,1,0,83043,7.7,,7.0,,1009.4,120.0,3.1,2,4,20
1216098,122,0,2016-04-02 21:00:00,225.1,1,0,83043,7.7,,7.4,,1008.3,90.0,3.1,2,4,21
1216161,122,0,2016-04-02 22:00:00,224.7,1,0,83043,7.9,,7.6,,1007.6,90.0,2.6,2,4,22
1216224,122,0,2016-04-02 23:00:00,224.3,1,0,83043,8.0,,7.9,,1007.0,90.0,3.1,2,4,23
1216287,122,0,2016-04-03 00:00:00,217.0,1,0,83043,8.1,,8.0,,1006.8,140.0,2.6,3,4,0
1216350,122,0,2016-04-03 01:00:00,228.2,1,0,83043,7.9,,7.9,,1006.3,150.0,2.1,3,4,1
1216413,122,0,2016-04-03 02:00:00,220.7,1,0,83043,7.9,,7.9,,1005.7,180.0,2.6,3,4,2
1216476,122,0,2016-04-03 03:00:00,223.5,1,0,83043,7.9,,7.9,,1005.8,200.0,3.1,3,4,3
1216539,122,0,2016-04-03 04:00:00,224.5,1,0,83043,7.9,,7.5,,1006.0,210.0,4.1,3,4,4
1216602,122,0,2016-04-03 05:00:00,222.7,1,0,83043,7.4,,7.2,,1006.3,160.0,2.6,3,4,5
1216665,122,0,2016-04-03 06:00:00,222.0,1,0,83043,7.6,,7.4,,1006.8,150.0,3.1,3,4,6
1216728,122,0,2016-04-03 07:00:00,226.5,1,0,83043,7.7,,7.1,,1007.4,180.0,4.1,3,4,7
1216791,122,0,2016-04-03 08:00:00,228.4,1,0,83043,9.0,,7.8,,1007.3,180.0,4.1,3,4,8
1216854,122,0,2016-04-03 09:00:00,245.8,1,0,83043,10.5,,8.1,,1007.2,170.0,3.6,3,4,9
1216917,122,0,2016-04-03 10:00:00,239.0,1,0,83043,11.3,,7.9,,1007.4,150.0,5.1,3,4,10
1216980,122,0,2016-04-03 11:00:00,236.4,1,0,83043,13.0,,8.2,,1007.0,170.0,4.1,3,4,11
1217043,122,0,2016-04-03 12:00:00,230.9,1,0,83043,13.9,,7.3,,1006.3,150.0,5.1,3,4,12
1217106,122,0,2016-04-03 13:00:00,230.3,1,0,83043,13.7,,6.3,,1005.8,140.0,4.1,3,4,13
1217169,122,0,2016-04-03 14:00:00,232.8,1,0,83043,14.2,,7.3,,1005.1,140.0,3.1,3,4,14
1217232,122,0,2016-04-03 15:00:00,235.7,1,0,83043,14.1,,7.0,,1004.6,130.0,3.6,3,4,15
1217295,122,0,2016-04-03 16:00:00,234.5,1,0,83043,15.5,,8.2,,1003.6,130.0,4.1,3,4,16
1217358,122,0,2016-04-03 17:00:00,244.0,1,0,83043,15.1,,6.0,,1003.1,120.0,5.1,3,4,17
1217421,122,0,2016-04-03 18:00:00,232.3,1,0,83043,14.8,,6.9,,1002.1,90.0,4.6,3,4,18
1217484,122,0,2016-04-03 19:00:00,220.5,1,0,83043,12.2,,10.8,,1002.7,110.0,4.1,3,4,19
1217547,122,0,2016-04-03 20:00:00,219.0,1,0,83043,12.4,,10.3,,1003.1,140.0,4.6,3,4,20
1217610,122,0,2016-04-03 21:00:00,216.9,1,0,83043,12.1,,9.7,,1002.9,160.0,3.6,3,4,21
1217673,122,0,2016-04-03 22:00:00,213.1,1,0,83043,11.4,,9.5,,1002.7,160.0,3.6,3,4,22
1217736,122,0,2016-04-03 23:00:00,218.2,1,0,83043,10.9,,9.4,,1002.5,190.0,3.1,3,4,23
1217799,122,0,2016-04-04 00:00:00,232.6,1,0,83043,9.3,,8.8,,1002.3,150.0,2.1,4,4,0
1217862,122,0,2016-04-04 01:00:00,219.1,1,0,83043,10.1,,9.4,,1002.5,170.0,3.1,4,4,1
1217925,122,0,2016-04-04 02:00:00,216.9,1,0,83043,9.9,,8.9,,1002.3,160.0,4.1,4,4,2
1217988,122,0,2016-04-04 03:00:00,222.0,1,0,83043,9.8,,8.2,,1002.0,180.0,3.1,4,4,3
1218051,122,0,2016-04-04 04:00:00,219.5,1,0,83043,9.4,,7.9,,1001.7,180.0,4.1,4,4,4
1218114,122,0,2016-04-04 05:00:00,222.7,1,0,83043,9.0,,7.6,,1001.3,170.0,3.1,4,4,5
1218177,122,0,2016-04-04 06:00:00,236.6,1,0,83043,8.9,,7.6,,1001.7,170.0,3.6,4,4,6
1218240,122,0,2016-04-04 07:00:00,270.7,1,0,83043,9.0,,7.4,,1002.0,160.0,3.6,4,4,7
1218303,122,0,2016-04-04 08:00:00,282.1,1,0,83043,9.5,,7.9,,1002.4,150.0,4.1,4,4,8
1218366,122,0,2016-04-04 09:00:00,294.5,1,0,83043,10.6,,7.6,,1002.6,170.0,5.7,4,4,9
1218429,122,0,2016-04-04 10:00:00,304.6,1,0,83043,12.0,,7.3,,1002.4,180.0,5.1,4,4,10
1218492,122,0,2016-04-04 11:00:00,326.9,1,0,83043,12.2,,6.6,,1002.0,170.0,5.7,4,4,11
1218555,122,0,2016-04-04 12:00:00,316.6,1,0,83043,12.6,,7.2,,1002.1,180.0,7.2,4,4,12
1218618,122,0,2016-04-04 13:00:00,326.4,1,0,83043,11.9,,9.4,,1002.0,170.0,6.7,4,4,13
1218681,122,0,2016-04-04 14:00:00,336.5,1,0,83043,11.9,,7.5,,1002.0,180.0,6.2,4,4,14
1218744,122,0,2016-04-04 15:00:00,325.7,1,0,83043,12.1,,8.9,,1001.8,190.0,5.7,4,4,15
1218807,122,0,2016-04-04 16:00:00,315.5,1,0,83043,12.2,,9.1,,1001.7,180.0,6.2,4,4,16
1218870,122,0,2016-04-04 17:00:00,289.7,1,0,83043,11.5,,8.1,,1001.7,170.0,5.7,4,4,17
1218933,122,0,2016-04-04 18:00:00,270.0,1,0,83043,11.7,,7.7,,1002.0,180.0,5.7,4,4,18
1218996,122,0,2016-04-04 19:00:00,252.4,1,0,83043,11.0,,6.1,,1002.8,190.0,3.6,4,4,19
1219059,122,0,2016-04-04 20:00:00,243.9,1,0,83043,10.0,,6.8,,1003.3,170.0,3.6,4,4,20
1219122,122,0,2016-04-04 21:00:00,233.6,1,0,83043,9.5,,6.8,,1003.5,180.0,4.6,4,4,21
1219185,122,0,2016-04-04 22:00:00,232.9,1,0,83043,9.5,,7.4,,1003.9,190.0,4.1,4,4,22
1219248,122,0,2016-04-04 23:00:00,240.9,1,0,83043,9.0,,7.6,,1004.2,210.0,3.6,4,4,23
1219311,122,0,2016-04-05 00:00:00,231.8,1,0,83043,8.9,,7.8,,1004.4,190.0,2.1,5,4,0
1219374,122,0,2016-04-05 01:00:00,243.2,1,0,83043,8.7,,7.7,,1004.3,180.0,3.1,5,4,1
1219437,122,0,2016-04-05 02:00:00,240.7,1,0,83043,7.9,,7.3,,1004.2,210.0,2.6,5,4,2
1219500,122,0,2016-04-05 03:00:00,241.4,1,0,83043,8.2,,7.7,,1004.3,210.0,2.6,5,4,3
1219563,122,0,2016-04-05 04:00:00,245.0,1,0,83043,8.0,,7.6,,1004.7,220.0,2.1,5,4,4
1219626,122,0,2016-04-05 05:00:00,243.4,1,0,83043,8.0,,7.6,,1005.2,260.0,2.1,5,4,5
1219689,122,0,2016-04-05 06:00:00,257.2,1,0,83043,7.2,,6.6,,1005.7,260.0,3.6,5,4,6
1219752,122,0,2016-04-05 07:00:00,283.1,1,0,83043,7.7,0.0,7.1,,1006.3,270.0,2.6,5,4,7
1219815,122,0,2016-04-05 08:00:00,299.3,1,0,83043,9.5,,6.8,,1006.8,270.0,3.6,5,4,8
1219878,122,0,2016-04-05 09:00:00,311.8,1,0,83043,10.5,0.0,6.2,,1007.2,280.0,4.1,5,4,9
1219941,122,0,2016-04-05 10:00:00,339.0,1,0,83043,12.0,,7.1,,1007.5,250.0,3.6,5,4,10
1220004,122,0,2016-04-05 11:00:00,347.4,1,0,83043,13.2,,6.4,,1007.6,250.0,4.1,5,4,11
1220067,122,0,2016-04-05 12:00:00,341.1,1,0,83043,13.1,,4.6,,1007.6,270.0,5.7,5,4,12
1220130,122,0,2016-04-05 13:00:00,343.1,1,0,83043,14.1,,3.9,,1007.5,280.0,5.7,5,4,13
1220193,122,0,2016-04-05 14:00:00,356.5,1,0,83043,13.5,,3.3,,1007.6,270.0,6.7,5,4,14
1220256,122,0,2016-04-05 15:00:00,350.2,1,0,83043,15.2,,2.2,,1007.8,290.0,5.1,5,4,15
1220319,122,0,2016-04-05 16:00:00,333.4,1,0,83043,15.0,,1.1,,1008.1,290.0,5.7,5,4,16
1220382,122,0,2016-04-05 17:00:00,315.1,1,0,83043,14.0,,1.8,,1008.4,310.0,4.1,5,4,17
1220445,122,0,2016-04-05 18:00:00,297.5,1,0,83043,13.9,,1.4,,1008.9,300.0,3.6,5,4,18
1220508,122,0,2016-04-05 19:00:00,258.8,1,0,83043,13.0,,1.6,,1009.6,290.0,2.6,5,4,19
1220571,122,0,2016-04-05 20:00:00,247.4,1,0,83043,11.2,,3.2,,1010.3,270.0,3.1,5,4,20
1220634,122,0,2016-04-05 21:00:00,240.7,1,0,83043,10.4,0.0,4.2,,1010.9,270.0,4.1,5,4,21
1220697,122,0,2016-04-05 22:00:00,241.6,1,0,83043,9.0,,3.4,,1011.0,260.0,5.7,5,4,22
1220760,122,0,2016-04-05 23:00:00,239.1,1,0,83043,7.8,0.0,3.0,,1011.1,240.0,4.1,5,4,23
1220823,122,0,2016-04-06 00:00:00,228.7,1,0,83043,7.1,,2.3,,1011.0,240.0,4.6,6,4,0
1220886,122,0,2016-04-06 01:00:00,235.6,1,0,83043,6.2,0.0,2.1,,1010.7,220.0,3.1,6,4,1
1220949,122,0,2016-04-06 02:00:00,233.5,1,0,83043,5.9,0.0,3.6,,1010.1,220.0,3.6,6,4,2
1221012,122,0,2016-04-06 03:00:00,236.7,1,0,83043,5.8,0.0,4.2,,1010.0,230.0,5.1,6,4,3
1221075,122,0,2016-04-06 04:00:00,230.0,1,0,83043,6.3,,4.6,,1008.9,210.0,5.7,6,4,4
1221138,122,0,2016-04-06 05:00:00,232.4,1,0,83043,7.1,,4.6,,1008.6,210.0,5.7,6,4,5
1221201,122,0,2016-04-06 06:00:00,244.8,1,0,83043,7.8,,5.3,,1007.9,210.0,5.7,6,4,6
1221264,122,0,2016-04-06 07:00:00,271.9,1,0,83043,8.4,,7.2,,1007.4,220.0,7.2,6,4,7
1221327,122,0,2016-04-06 08:00:00,293.3,1,0,83043,8.7,,8.4,,1006.9,210.0,6.7,6,4,8
1221390,122,0,2016-04-06 09:00:00,309.7,1,0,83043,10.0,,7.9,,1006.6,250.0,7.2,6,4,9
1221453,122,0,2016-04-06 10:00:00,320.2,1,0,83043,11.3,,7.2,,1006.2,260.0,6.7,6,4,10
1221516,122,0,2016-04-06 11:00:00,330.8,1,0,83043,11.8,,4.1,,1005.9,270.0,7.2,6,4,11
1221579,122,0,2016-04-06 12:00:00,324.9,1,0,83043,11.7,,8.0,,1005.9,260.0,7.2,6,4,12
1221642,122,0,2016-04-06 13:00:00,308.9,1,0,83043,10.4,,6.6,,1006.0,240.0,11.3,6,4,13
1221705,122,0,2016-04-06 14:00:00,331.0,1,0,83043,11.6,,3.2,,1005.7,270.0,8.2,6,4,14
1221768,122,0,2016-04-06 15:00:00,318.9,1,0,83043,10.6,,2.6,,1006.1,260.0,9.8,6,4,15
1221831,122,0,2016-04-06 16:00:00,304.6,1,0,83043,11.6,,0.8,,1006.0,260.0,12.4,6,4,16
1221894,122,0,2016-04-06 17:00:00,286.5,1,0,83043,9.6,,1.3,,1006.7,260.0,11.3,6,4,17
1221957,122,0,2016-04-06 18:00:00,276.9,1,0,83043,9.0,,2.2,,1006.6,260.0,8.8,6,4,18
1222020,122,0,2016-04-06 19:00:00,255.4,1,0,83043,8.0,0.0,1.2,,1006.9,260.0,8.2,6,4,19
1222083,122,0,2016-04-06 20:00:00,244.9,1,0,83043,7.6,0.0,2.0,,1007.3,260.0,8.8,6,4,20
1222146,122,0,2016-04-06 21:00:00,238.1,1,0,83043,7.3,0.0,2.4,,1007.2,250.0,9.8,6,4,21
1222209,122,0,2016-04-06 22:00:00,235.1,1,0,83043,6.6,0.0,2.5,,1007.5,260.0,7.2,6,4,22
1222272,122,0,2016-04-06 23:00:00,232.9,1,0,83043,6.3,0.0,2.7,,1007.6,240.0,6.7,6,4,23
1222335,122,0,2016-04-07 00:00:00,239.1,1,0,83043,5.7,0.0,2.7,,1007.5,250.0,6.7,7,4,0
1222398,122,0,2016-04-07 01:00:00,236.7,1,0,83043,5.7,,2.4,,1007.3,240.0,5.7,7,4,1
1222461,122,0,2016-04-07 02:00:00,237.4,1,0,83043,5.1,,2.4,,1007.4,230.0,5.1,7,4,2
1222524,122,0,2016-04-07 03:00:00,242.6,1,0,83043,5.0,,2.1,,1007.1,250.0,5.7,7,4,3
1222587,122,0,2016-04-07 04:00:00,238.2,1,0,83043,4.9,,1.5,,1007.3,220.0,4.1,7,4,4
1222650,122,0,2016-04-07 05:00:00,241.0,1,0,83043,5.2,,2.3,,1007.6,220.0,3.6,7,4,5
1222713,122,0,2016-04-07 06:00:00,243.9,1,0,83043,5.6,,2.4,,1008.0,230.0,5.1,7,4,6
1222776,122,0,2016-04-07 07:00:00,267.7,1,0,83043,6.1,,2.6,,1008.2,230.0,5.7,7,4,7
1222839,122,0,2016-04-07 08:00:00,306.2,1,0,83043,7.6,,2.8,,1008.3,250.0,7.2,7,4,8
1222902,122,0,2016-04-07 09:00:00,311.8,1,0,83043,7.9,,3.5,,1008.5,260.0,7.7,7,4,9
1222965,122,0,2016-04-07 10:00:00,321.1,1,0,83043,7.5,,4.4,,1008.7,260.0,7.7,7,4,10
1223028,122,0,2016-04-07 11:00:00,343.1,1,0,83043,8.3,,5.2,,1008.8,260.0,7.2,7,4,11
1223091,122,0,2016-04-07 12:00:00,332.2,1,0,83043,7.8,,6.0,,1009.1,260.0,6.7,7,4,12
1223154,122,0,2016-04-07 13:00:00,342.8,1,0,83043,7.6,,6.4,,1009.0,260.0,6.2,7,4,13
1223217,122,0,2016-04-07 14:00:00,327.0,1,0,83043,9.8,,7.3,,1009.1,280.0,4.6,7,4,14
1223280,122,0,2016-04-07 16:00:00,316.1,1,0,83043,8.8,,5.9,,1009.9,300.0,6.2,7,4,16
1223343,122,0,2016-04-07 17:00:00,295.0,1,0,83043,9.4,,6.5,,1009.8,260.0,6.2,7,4,17
1223406,122,0,2016-04-07 18:00:00,278.6,1,0,83043,8.2,,6.0,,1010.7,290.0,4.1,7,4,18
1223469,122,0,2016-04-07 19:00:00,242.4,1,0,83043,8.3,,6.5,,1011.7,360.0,2.6,7,4,19
1223532,122,0,2016-04-07 20:00:00,243.6,1,0,83043,6.9,,6.0,,1012.2,270.0,2.6,7,4,20
1223595,122,0,2016-04-07 21:00:00,236.6,1,0,83043,7.5,,6.3,,1012.3,240.0,4.6,7,4,21
1223658,122,0,2016-04-07 22:00:00,236.7,1,0,83043,7.8,,6.2,,1012.7,270.0,4.6,7,4,22
1223721,122,0,2016-04-07 23:00:00,246.2,1,0,83043,6.3,,5.4,,1012.7,270.0,3.1,7,4,23
1223784,122,0,2016-04-08 00:00:00,239.2,1,0,83043,5.9,0.0,5.0,,1012.8,280.0,2.1,8,4,0
1223847,122,0,2016-04-08 01:00:00,240.1,1,0,83043,5.5,0.0,4.6,,1012.7,270.0,3.1,8,4,1
1223910,122,0,2016-04-08 02:00:00,243.4,1,0,83043,4.8,0.0,4.3,,1012.6,270.0,3.1,8,4,2
1223973,122,0,2016-04-08 03:00:00,242.4,1,0,83043,4.7,0.0,4.4,,1012.5,270.0,2.6,8,4,3
1224036,122,0,2016-04-08 04:00:00,242.5,1,0,83043,4.5,,4.2,,1012.5,270.0,2.6,8,4,4
1224099,122,0,2016-04-08 05:00:00,238.1,1,0,83043,5.4,,5.1,,1012.5,290.0,2.1,8,4,5
1224162,122,0,2016-04-08 06:00:00,251.3,1,0,83043,5.5,,5.1,,1012.8,270.0,2.6,8,4,6
1224225,122,0,2016-04-08 07:00:00,273.2,1,0,83043,6.5,,6.3,,1013.0,260.0,2.1,8,4,7
1224288,122,0,2016-04-08 08:00:00,296.6,1,0,83043,7.7,,6.4,,1012.9,300.0,2.6,8,4,8
1224351,122,0,2016-04-08 09:00:00,317.8,1,0,83043,9.2,,7.0,,1013.1,300.0,2.1,8,4,9
1224414,122,0,2016-04-08 10:00:00,327.8,1,0,83043,10.1,,6.5,,1013.0,290.0,3.1,8,4,10
1224477,122,0,2016-04-08 11:00:00,359.4,1,0,83043,11.2,,6.0,,1012.5,260.0,2.6,8,4,11
1224540,122,0,2016-04-08 12:00:00,351.4,1,0,83043,11.4,,6.0,,1012.1,40.0,1.5,8,4,12
1224603,122,0,2016-04-08 13:00:00,343.1,1,0,83043,12.2,,5.0,,1011.8,170.0,1.0,8,4,13
1224666,122,0,2016-04-08 14:00:00,343.1,1,0,83043,13.3,,5.4,,1011.0,270.0,3.1,8,4,14
1224729,122,0,2016-04-08 15:00:00,336.7,1,0,83043,13.9,,5.2,,1010.3,240.0,3.6,8,4,15
1224792,122,0,2016-04-08 16:00:00,325.5,1,0,83043,12.3,,5.0,,1009.8,220.0,4.6,8,4,16
1224855,122,0,2016-04-08 17:00:00,304.4,1,0,83043,11.7,,5.0,,1009.5,260.0,4.1,8,4,17
1224918,122,0,2016-04-08 18:00:00,293.3,1,0,83043,11.7,,4.7,,1009.3,230.0,4.1,8,4,18
1224981,122,0,2016-04-08 19:00:00,274.1,1,0,83043,10.2,,6.1,,1009.2,180.0,4.6,8,4,19
1225044,122,0,2016-04-08 20:00:00,253.7,1,0,83043,9.6,,6.2,,1008.8,180.0,4.1,8,4,20
1225107,122,0,2016-04-08 21:00:00,250.1,1,0,83043,9.0,,5.3,,1008.5,200.0,4.6,8,4,21
1225170,122,0,2016-04-08 22:00:00,248.4,1,0,83043,8.2,,5.3,,1007.9,200.0,4.1,8,4,22
1225233,122,0,2016-04-08 23:00:00,244.4,1,0,83043,7.9,,5.0,,1007.5,190.0,3.6,8,4,23
1225296,122,0,2016-04-09 00:00:00,236.4,1,0,83043,7.6,,5.6,,1006.7,180.0,3.6,9,4,0
1225359,122,0,2016-04-09 01:00:00,237.1,1,0,83043,7.9,,6.0,,1005.9,180.0,4.1,9,4,1
1225422,122,0,2016-04-09 02:00:00,234.2,1,0,83043,8.2,,6.3,,1004.8,180.0,5.1,9,4,2
1225485,122,0,2016-04-09 03:00:00,232.5,1,0,83043,8.0,,7.0,,1003.8,180.0,5.7,9,4,3
1225548,122,0,2016-04-09 04:00:00,231.8,1,0,83043,8.0,,7.0,,1003.0,170.0,6.2,9,4,4
1225611,122,0,2016-04-09 05:00:00,232.1,1,0,83043,8.1,,7.1,,1002.3,180.0,6.2,9,4,5
1225674,122,0,2016-04-09 06:00:00,225.6,1,0,83043,6.9,,6.5,,1002.5,220.0,6.2,9,4,6
1225737,122,0,2016-04-09 07:00:00,232.8,1,0,83043,6.5,,5.8,,1002.6,270.0,3.1,9,4,7
1225800,122,0,2016-04-09 08:00:00,249.1,1,0,83043,7.2,,6.1,,1002.4,200.0,3.6,9,4,8
1225863,122,0,2016-04-09 09:00:00,268.8,1,0,83043,7.7,,5.9,,1002.5,240.0,4.1,9,4,9
1225926,122,0,2016-04-09 10:00:00,258.4,1,0,83043,8.4,,3.1,,1002.4,260.0,4.6,9,4,10
1225989,122,0,2016-04-09 11:00:00,256.0,1,0,83043,9.7,,1.7,,1002.2,230.0,3.6,9,4,11
1226052,122,0,2016-04-09 12:00:00,261.2,1,0,83043,9.8,,1.7,,1001.8,160.0,2.1,9,4,12
1226115,122,0,2016-04-09 13:00:00,243.8,1,0,83043,11.0,,1.4,,1001.6,210.0,2.6,9,4,13
1226178,122,0,2016-04-09 14:00:00,239.1,1,0,83043,10.0,,4.2,,1001.7,220.0,4.1,9,4,14
1226241,122,0,2016-04-09 15:00:00,237.8,1,0,83043,10.0,,3.1,,1001.8,200.0,5.7,9,4,15
1226304,122,0,2016-04-09 16:00:00,239.9,1,0,83043,9.9,,3.0,,1001.8,190.0,6.2,9,4,16
1226367,122,0,2016-04-09 17:00:00,233.7,1,0,83043,9.0,,3.6,,1002.3,270.0,5.7,9,4,17
1226430,122,0,2016-04-09 18:00:00,235.3,1,0,83043,6.5,,4.4,,1003.4,270.0,4.1,9,4,18
1226493,122,0,2016-04-09 19:00:00,235.0,1,0,83043,6.0,,3.3,,1004.2,250.0,3.6,9,4,19
1226556,122,0,2016-04-09 20:00:00,233.6,1,0,83043,5.3,0.0,2.6,,1005.1,270.0,2.1,9,4,20
1226619,122,0,2016-04-09 21:00:00,230.9,1,0,83043,5.5,,2.7,,1005.4,240.0,2.6,9,4,21
1226682,122,0,2016-04-09 22:00:00,230.8,1,0,83043,5.3,,2.9,,1005.9,230.0,3.1,9,4,22
1226745,122,0,2016-04-09 23:00:00,227.8,1,0,83043,4.2,0.0,2.5,,1006.3,190.0,2.1,9,4,23
1226808,122,0,2016-04-10 00:00:00,229.1,1,0,83043,3.0,0.0,1.8,,1006.7,180.0,1.0,10,4,0
1226871,122,0,2016-04-10 01:00:00,228.3,1,0,83043,2.7,0.0,1.7,,1007.0,200.0,1.5,10,4,1
1226934,122,0,2016-04-10 02:00:00,231.7,1,0,83043,2.2,0.0,0.9,,1007.0,80.0,0.5,10,4,2
1226997,122,0,2016-04-10 03:00:00,228.9,1,0,83043,2.2,0.0,1.1,,1007.0,90.0,1.5,10,4,3
1227060,122,0,2016-04-10 04:00:00,228.9,1,0,83043,1.4,,0.3,,1007.6,130.0,2.1,10,4,4
1227123,122,0,2016-04-10 05:00:00,230.5,1,0,83043,2.1,0.0,0.9,,1007.7,60.0,1.0,10,4,5
1227186,122,0,2016-04-10 06:00:00,228.1,1,0,83043,2.1,0.0,0.5,,1008.2,90.0,1.5,10,4,6
1227249,122,0,2016-04-10 07:00:00,235.3,1,0,83043,5.3,0.0,3.4,,1008.4,110.0,3.1,10,4,7
1227312,122,0,2016-04-10 08:00:00,234.8,1,0,83043,8.1,0.0,3.5,,1008.7,130.0,5.7,10,4,8
1227375,122,0,2016-04-10 09:00:00,236.7,1,0,83043,9.6,,0.2,,1008.4,120.0,6.7,10,4,9
1227438,122,0,2016-04-10 10:00:00,238.9,1,0,83043,10.9,0.0,0.8,,1008.2,120.0,7.2,10,4,10
1227501,122,0,2016-04-10 11:00:00,233.8,1,0,83043,11.8,,1.9,,1008.0,110.0,6.7,10,4,11
1227564,122,0,2016-04-10 12:00:00,239.2,1,0,83043,12.3,0.0,1.2,,1007.9,120.0,7.2,10,4,12
1227627,122,0,2016-04-10 13:00:00,233.6,1,0,83043,11.9,,1.7,,1007.7,100.0,7.7,10,4,13
1227690,122,0,2016-04-10 14:00:00,233.7,1,0,83043,12.9,,-2.2,,1007.2,100.0,9.3,10,4,14
1227753,122,0,2016-04-10 15:00:00,233.3,1,0,83043,11.9,,0.9,,1006.6,80.0,6.7,10,4,15
1227816,122,0,2016-04-10 16:00:00,236.5,1,0,83043,11.1,,3.5,,1006.3,90.0,7.2,10,4,16
1227879,122,0,2016-04-10 17:00:00,229.9,1,0,83043,10.8,,3.3,,1006.4,90.0,9.3,10,4,17
1227942,122,0,2016-04-10 18:00:00,228.4,1,0,83043,10.0,,3.2,,1006.7,100.0,8.8,10,4,18
1228005,122,0,2016-04-10 19:00:00,223.6,1,0,83043,9.6,,4.1,,1006.3,70.0,7.2,10,4,19
1228068,122,0,2016-04-10 20:00:00,225.4,1,0,83043,9.7,,4.7,,1006.2,80.0,7.2,10,4,20
1228131,122,0,2016-04-10 21:00:00,219.4,1,0,83043,9.2,,5.2,,1006.9,80.0,4.6,10,4,21
1228194,122,0,2016-04-10 22:00:00,220.8,1,0,83043,8.8,,6.9,,1007.5,90.0,4.6,10,4,22
1228257,122,0,2016-04-10 23:00:00,216.7,1,0,83043,9.0,,7.6,,1007.2,60.0,2.6,10,4,23
1228320,122,0,2016-04-11 00:00:00,227.5,1,0,83043,9.1,,8.2,,1007.0,60.0,3.1,11,4,0
1228383,122,0,2016-04-11 01:00:00,221.2,1,0,83043,9.6,,8.4,,1006.2,50.0,3.6,11,4,1
1228446,122,0,2016-04-11 02:00:00,217.3,1,0,83043,9.8,,8.2,,1005.7,60.0,4.6,11,4,2
1228509,122,0,2016-04-11 03:00:00,218.7,1,0,83043,9.8,,8.2,,1005.3,60.0,3.1,11,4,3
1228572,122,0,2016-04-11 04:00:00,223.7,1,0,83043,10.1,,8.1,,1005.1,70.0,3.6,11,4,4
1228635,122,0,2016-04-11 05:00:00,222.1,1,0,83043,9.9,,8.1,,1004.9,50.0,2.6,11,4,5
1228698,122,0,2016-04-11 06:00:00,234.9,1,0,83043,10.3,,7.6,,1004.7,50.0,3.6,11,4,6
1228761,122,0,2016-04-11 07:00:00,267.8,1,0,83043,11.0,,8.3,,1005.5,80.0,2.6,11,4,7
1228824,122,0,2016-04-11 08:00:00,277.8,1,0,83043,12.1,,8.4,,1005.3,80.0,4.1,11,4,8
1228887,122,0,2016-04-11 09:00:00,309.2,1,0,83043,12.7,,8.0,,1005.0,70.0,3.6,11,4,9
1228950,122,0,2016-04-11 10:00:00,309.6,1,0,83043,13.9,,9.0,,1005.1,100.0,4.6,11,4,10
1229013,122,0,2016-04-11 11:00:00,314.9,1,0,83043,13.4,,8.3,,1005.2,100.0,3.1,11,4,11
1229076,122,0,2016-04-11 12:00:00,313.7,1,0,83043,14.3,,9.4,,1005.3,110.0,2.1,11,4,12
1229139,122,0,2016-04-11 13:00:00,324.4,1,0,83043,13.3,,9.3,,1005.4,160.0,2.1,11,4,13
1229202,122,0,2016-04-11 14:00:00,328.9,1,0,83043,11.8,,10.4,,1005.8,220.0,3.6,11,4,14
1229265,122,0,2016-04-11 15:00:00,316.0,1,0,83043,11.3,,10.8,,1005.8,220.0,3.6,11,4,15
1229328,122,0,2016-04-11 16:00:00,303.1,1,0,83043,12.2,,10.8,,1005.8,230.0,1.5,11,4,16
1229391,122,0,2016-04-11 17:00:00,282.2,1,0,83043,12.3,,10.5,,1005.9,170.0,2.6,11,4,17
1229454,122,0,2016-04-11 18:00:00,264.4,1,0,83043,12.6,,10.7,,1005.7,330.0,1.0,11,4,18
1229517,122,0,2016-04-11 19:00:00,248.4,1,0,83043,11.6,,10.6,,1006.2,320.0,1.5,11,4,19
1229580,122,0,2016-04-11 20:00:00,234.5,1,0,83043,11.1,,9.3,,1006.6,210.0,2.1,11,4,20
1229643,122,0,2016-04-11 21:00:00,223.4,1,0,83043,10.5,,9.3,,1006.7,220.0,4.1,11,4,21
